text,label,clean_text,char_count,word_count,avg_word_length,clean_word_count,exclamation_count,question_count,comma_count,dots_count,total_punctuation,has_emoji,emoji_count,hashtag_count,mention_count,has_hashtag,has_mention,elongation_count,has_elongation,repeated_word_count,repetition_ratio,has_repetition,negation_count,has_negation,has_egyptian,religious_term_count,has_religious_term,positive_words_count,negative_words_count,has_positive_word,has_negative_word
جمهورية مصر الطبيعية جمهورية ديمقراطية حقيقية جمهورية مدنية تحمي حقوق المواطنة و المساواة و العدل,POS,جمهوريه مصر الطبيعيه جمهوريه ديمقراطيه حقيقيه جمهوريه مدنيه تحمي حقوق المواطنه المساواه العدل,97,15,5.533333333333333,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23076923076923078,1,2,1,0,0,0,0,0,0,0
#سنن_قبل_النوم قبل نومك ضع يدك اليمنى تحت خدك الايمن وقل : [ اللهم قِـني عذابك يوم تبعث عبادك ] ثلاث مرات,OBJ,سنن النوم نومك ضع يدك اليمني خدك الايمن وقل اللهم قـني عذابك يوم تبعث عبادك مرات,105,19,4.0476190476190474,16,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0,0,3,1,0,2,1,0,0,0,0
لا زيادة فى أسعار #البنزين و #الكهرباء والسلع الغذائية,OBJ,زياده اسعار البنزين الكهرباء والسلع الغذائيه,54,9,5.111111111111111,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1,1,0,1,1,0,0,0,0
#شبشب_ابوصباع الشبشب كان مضبوط بس الصباع كان كبير شوية,OBJ,شبشب ابوصباع الشبشب مضبوط الصباع كبير شويه,54,9,5.111111111111111,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
ملتقى الوسط الشهري- بلال فضل ضيفا 2/10 الساعة 8 فى ساقية الصاوي - قاعة الكلمة # _ _,OBJ,ملتقي الوسط الشهري بلال فضل ضيفا الساعه ساقيه الصاوي قاعه الكلمه,83,17,3.6666666666666665,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,2,1,1,0,0,0,0,0,0
كنت اكره القراءه و حولني الى مهوسه بها حولت البيت الي #معرض_الكتاب ممتنه لك جدا استاذي,POS,كنت اكره القراءه حولني الي مهوسه حولت البيت الي معرض الكتاب ممتنه جدا استاذي,86,16,4.4375,14,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.14285714285714285,1,1,1,0,0,0,0,0,0,0
دعاء الخروج من البيت: يقدم الرجل اليمنى: بسم الله توكلت على الله لا حول ولا قوه الا بالله #أدعية,OBJ,دعاء الخروج البيت يقدم الرجل اليمني بسم الله توكلت علي الله حول قوه الا بالله ادعيه,96,19,4.105263157894737,16,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0.125,1,3,1,0,1,1,0,0,0,0
تابعواالأن #نقطة_لقاءمع #يوسف_الحسينى دمجدى عبد الحميد المنسق العام للجنة الشعبية المشاركة في إعداد الدستور …,OBJ,تابعواالان نقطه لقاءمع يوسف الحسيني دمجدي عبد الحميد المنسق العام للجنه الشعبيه المشاركه اعداد الدستور,109,14,6.333333333333333,15,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
… … وَيَضْرِبُ الرَّبُّ مِصْرَ ضَارِبًا فَشَافِيًا :نبوءة خلاص مصر وسوريا وظهور المنتظر #محمد_محمود #الشرطة_المصرية,OBJ,ويضرب الرب مصر ضاربا فشافيا نبوءه خلاص مصر وسوريا وظهور المنتظر محمد محمود الشرطه المصريه,115,27,6.733333333333333,15,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0.13333333333333333,1,3,1,0,0,0,0,0,0,0
عرض الاسبوع 40 ألف متابع #شوارعنا #فن_تتقنه_النساء #ذلك_الشخص #شي_ودك_تجربه #بوح #درر #عجبني #حلو #مكه [2036345],OBJ,عرض الاسبوع الف متابع شوارعنا فن تتقنه النساء الشخص شي ودك تجربه بوح درر عجبني حلو مكه,112,15,6.533333333333333,17,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0.0,0,2,1,0,1,1,1,0,1,0
#اوعى_تنسى ( ) 1900 920007606 ▼▼▼▼,OBJ,اوعي تنسي,34,3,4.833333333333333,2,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0
"#الثورة_العراقية :: هروب ضابط استخبارات الفوج الخامس في جهاز مكافحة الارهاب "" المقدم حسين محجوب عبد الامير",OBJ,الثوره العراقيه هروب ضابط استخبارات الفوج الخامس جهاز مكافحه الارهاب المقدم حسين محجوب عبد الامير,106,15,5.294117647058823,15,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
محدش عنده #ضحكة سلف,OBJ,محدش عنده ضحكه سلف,19,4,4.0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0
#مصطفى_حسني أسًتُغّـفُر ٱللۂ عدُدُ حًبّٱتُ ٱلمطٌر أسًتُغّـفُر ٱللۂ عدُدُ ٱلرمل,OBJ,مصطفي حسني استغـفر ٱللۂ عدد حبٱت ٱلمطر استغـفر ٱللۂ عدد ٱلرمل,78,23,6.9,11,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0.5454545454545454,1,1,1,0,0,0,0,0,0,0
هل يحضر الرئيس المخلوع جلسة المحاكمة اليوم؟ شاركنا برأيك الليلة في آخر كلام عبر صفحتنا #,OBJ,يحضر الرئيس المخلوع جلسه المحاكمه اليوم شاركنا برايك الليله اخر كلام عبر صفحتنا,88,15,4.5625,13,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
‏ الأسواني:ماذا فعلوا الأخوان رداًعلى سحل فتاة وتعريتها وقتل العشرات من قبل العسكر الذين كانوا متحالفين معهم آنذاك؟>,NEG,الاسواني فعلوا الاخوان رداعلي سحل فتاه وتعريتها وقتل العشرات العسكر كانوا متحالفين معهم انذاك,116,19,5.5,14,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
المشير #السيسي يزور الكاتدرائية المرقسية ويهنئ الإخوة الأقباط بعيد القيامة المجيد …,OBJ,المشير السيسي يزور الكاتدرائيه المرقسيه ويهنئ الاخوه الاقباط بعيد القيامه المجيد,83,11,6.0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,4,1,0,0,0,1,0,1,0
حرية التعبير لا تتضمن التحريض على العنف و الفتنة الطائفية بل هو خطاب كراهية,NEG,حريه التعبير تتضمن التحريض علي العنف الفتنه الطائفيه خطاب كراهيه,75,14,4.428571428571429,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,1,0,1
قصدي كان موجه لكذبك أني ما كنتش هناك,NEG,قصدي موجه لكذبك اني كنتش,36,8,3.625,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
محبين البرنامج بيزيدوا :),POS,محبين البرنامج بيزيدوا,25,3,5.5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
مرسي فتح على نفسه فتوحة ضنك بذاته الرئاسية دي ده فيه ناس هيبقى كيفها الشتيمة بعد كده,NEG,مرسي فتح علي نفسه فتوحه ضنك بذاته الرئاسيه دي ده ناس هيبقي كيفها الشتيمه كده,84,17,4.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0
تشيلسي سيدخل تدريب صباحي اليوم بتواجد هازارد و ايتو ولويز وراميريز بعد غيابهم بالامس ولم يتبين دخول تيري للتدريبات #تش…,OBJ,تشيلسي سيدخل تدريب صباحي اليوم بتواجد هازارد ايتو ولويز وراميريز غيابهم بالامس ولم يتبين دخول تيري للتدريبات تش,119,20,5.0,18,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
متى نرى تحليلا سوسيولوجيا متعمقا يليق بهذه الأغنية وتلخيصها لأحوالنا وطريقتنا الفريدة في المزج بين الحزن والعبث,OBJ,متي نري تحليلا سوسيولوجيا متعمقا يليق بهذه الاغنيه وتلخيصها لاحوالنا وطريقتنا الفريده المزج الحزن والعبث,111,17,5.588235294117647,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
#فولورز_عفركوش_بيعملو_فولو_لبعض فولوووووووووووو = بااااااااااااااااااااااك,OBJ,فولورز عفركوش بيعملو فولو لبعض فولو باك,74,3,17.75,7,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0.2857142857142857,1,0,0,0,0,0,0,0,0,0
لا أبدا أنا مسرور من كلامك,POS,ابدا انا مسرور كلامك,26,6,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
"#عاجل :: تأجيل #محاكمة_مرسي و14 آخرين في قضية ""أحداث #الاتحادية"" إلى جلسة 3 مايو المقبل #سوو",OBJ,عاجل تاجيل محاكمه مرسي اخرين قضيه احداث الاتحاديه الي جلسه المقبل سوو,92,15,4.8125,12,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
"#القاهرة حملة أمنية إستهدفت البؤر الإجرامية بدوائر أقسام شرطة "" #مصر_القديمة ، #المعادى ، #دار_السلام"") كمية من",OBJ,القاهره حمله امنيه استهدفت البؤر الاجراميه بدوائر اقسام شرطه مصر القديمه المعادي دار السلام كميه,111,14,5.588235294117647,15,0,0,2,0,2,0,0,4,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
انا عايز اعرف هو ايه الجنيه ده #مصر_الليلة,OBJ,انا عايز اعرف ايه الجنيه ده مصر الليله,42,8,4.375,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0
"#حازم_عبد_العظيم وهو بيرد عليا على تويتر أيام حكم #مرسى ويقولى "" الجيش يدخل ليحل وليس ليحكم"" وحازم دلوقتى فى",OBJ,حازم عبد العظيم بيرد عليا علي تويتر ايام حكم مرسي ويقولي الجيش يدخل ليحل وليس ليحكم وحازم دلوقتي,108,18,4.7368421052631575,18,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1,1,0,0,0,1,0,1,0
وقعنا على طلب لمحاسبة النائب مصطفى بكري على إهانة البرادعي كمواطن مصري داخل المجلس وإتهامه بالخبانة,OBJ,وقعنا علي طلب لمحاسبه النائب مصطفي بكري علي اهانه البرادعي كمواطن مصري داخل المجلس واتهامه بالخبانه,99,16,5.25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1,3,1,0,0,0,0,0,0,0
بكري قبل مايستقيل خد معاه الميكروفون البيتبكري متن خد غرضه من المجلس,NEG,بكري مايستقيل خد معاه الميكروفون البيتبكري متن خد غرضه المجلس,68,12,4.75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,3,1,0,0,0,0,0,0,0
#عمرو_سلامة : لما أعمل فيلم أخد موافقة مين؟,OBJ,عمرو سلامه اعمل فيلم اخد موافقه مين,43,7,4.5,7,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
علاء الأسواني يروى عن شباب الثورة: المصريين ما كانوش كفار قبل ما يحكمهم الإخوان >> المقال كاملاً >> …,OBJ,علاء الاسواني يروي شباب الثوره المصريين كانوش كفار يحكمهم الاخوان المقال كاملا,101,16,4.368421052631579,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,6,1,0,0,0,0,1,0,1
وكامل الاحترام لـ #عباس اللي مسك لسانه وما شتمش,POS,وكامل الاحترام لـ عباس اللي مسك لسانه شتمش,47,9,4.333333333333333,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
"#اليوم_السابع | أستاذ بـ""حقوق #القاهرة"": تشرفت بالتدريس للرئيس #عدلى_منصور",OBJ,اليوم السابع استاذ بـ حقوق القاهره تشرفت بالتدريس للرئيس عدلي منصور,74,9,7.333333333333333,11,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
#خلق_جميل نقول الحمد لله على كل حاجة لأن ربنا مش بيعمل حاجة وحشة أبدا,POS,خلق جميل نقول الحمد لله علي حاجه لان ربنا مش بيعمل حاجه وحشه ابدا,69,14,4.0,14,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.14285714285714285,1,1,1,1,2,1,1,0,1,0
"سبع دروس مستفادة خرجنا بها من حلقة ""دردشة تيوب"" التي أذيعت الأحد الماضي عن اهتمامات الشباب العربي على الإنترنت",OBJ,دروس مستفاده خرجنا حلقه دردشه تيوب اذيعت الاحد الماضي اهتمامات الشباب العربي علي الانترنت,110,19,4.842105263157895,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,1,0,1,1,0,0,0,0
مفيش #ولد مش بيـבـب #البنات ، بس فيــہ #رآجل اقتنع أن #وآבـده بس #مگفيآه #اعقل_مجنونه,OBJ,مفيش ولد مش بيـ ـب البنات فيــہ راجل اقتنع ان ـده مكفياه اعقل مجنونه,85,14,4.733333333333333,14,0,0,1,0,1,0,0,6,0,1,0,0,0,0,0.0,0,1,1,1,0,0,0,0,0,0
مؤتمر الدفاع عن الدستور، يوم الأحد 9 سبتمبر في الساعة 6 مساء، ساقية الصاوي، نرجو الحضور ونشر الدعوة,OBJ,مؤتمر الدفاع الدستور يوم الاحد الساعه ساقيه الصاوي نرجو الحضور ونشر الدعوه,99,18,4.555555555555555,12,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0
سخرية القدر ان الاخوان بارهابهم حينجحوا #السيسي و الدولة بغباءها حتنجح #حمدين #مصر 6 #6ابريل,OBJ,سخريه القدر ان الاخوان بارهابهم حينجحوا السيسي الدوله بغباءها حتنجح حمدين مصر,92,15,5.2,12,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
ويبقى دائما السؤال: لما إنت جامد قوي ومفترض إن المعارضين بيموتوا بغيظهم شاغل نفسك بيهم ليه ما بتستمتعش بحلاوة إنجازاتكالإجابة:لأنك فاشل,NEG,ويبقي دائما السؤال انت جامد قوي ومفترض ان المعارضين بيموتوا بغيظهم شاغل نفسك بيهم ليه بتستمتعش بحلاوه انجازاتكالاجابه لانك فاشل,135,22,5.476190476190476,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,6,1,0,0,0,0,1,0,1
هدف #المصري في مرمى المنيا لايهاب المصري في الدقيقة 61 من #المباراة,OBJ,هدف المصري مرمي المنيا لايهاب المصري الدقيقه المباراه,67,12,4.666666666666667,8,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0.25,1,5,1,1,0,0,0,0,0,0
رصد | قرية الخياطة بمحافظة #دمياط تحتفل في الواحدة صباحا بخروج اثنين من #2011,OBJ,رصد قريه الخياطه بمحافظه دمياط تحتفل الواحده صباحا بخروج,77,13,4.571428571428571,9,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
أكتر شيء يهمني معرفته هل ده مشروع إستقلال حقيقي ولا كارت مفاوضات في نفس التوكيل؟,OBJ,اكتر شيء يهمني معرفته ده مشروع استقلال حقيقي كارت مفاوضات التوكيل,80,15,4.4,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,3,1,1,0,0,0,0,0,0
"#رصد| خاص | أولتراس جامعة #حلوان يجوب الجامعة قبل بدء فعالية مولد ""سيدك #السيسي""",OBJ,رصد خاص اولتراس جامعه حلوان يجوب الجامعه بدء فعاليه مولد سيدك السيسي,80,13,4.785714285714286,12,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0
