text,label,clean_text
5ج وأنعت الرئيس بعد الحشد المذهبي والطائفي برئيس التكفيريين المنتخب، يمتنع تشويه موقفي وتحويله بعبث إلى أي شيء غير رفض المذهبية والتكفير,NEG,وانعت الرئيس الحشد المذهبي والطائفي برئيس التكفيريين المنتخب يمتنع تشويه موقفي وتحويله بعبث الي اي شيء رفض المذهبيه والتكفير
سعد نبيهة,OBJ,سعد نبيهه
طفل #زملكاوى عقب مباراة بتروجيت,OBJ,طفل زملكاوي عقب مباراه بتروجيت
الهتافات تتصاعد فى المحلة ضد الإعلان الدستورى والرئيس مرسي,OBJ,الهتافات تتصاعد المحله ضد الاعلان الدستوري والرئيس مرسي
الناس لازم تحس إن 30 يونيو جت عليهم بفايدة على المستوى الإقتصادي والاجتماعي#يوسف_الحسيني #نقطة_لقاء، # #مص #…,POS,الناس لازم تحس ان جت عليهم بفايده علي المستوي الاقتصادي والاجتماعي يوسف الحسيني نقطه لقاء مص
"إصابة سيدة فى مشاجرة بين ""شيخ بلد ومساعد شرطة"" بالأسلحة النارية بـ #بني_سويف #مصر التفاصيل على",OBJ,اصابه سيده مشاجره شيخ بلد ومساعد شرطه بالاسلحه الناريه بـ بني سويف مصر التفاصيل علي
"""_: خاف #النظام منه فضيع عينهكمل تحقيق حلمه فاعتقلوهخرج و كمل طريقه فقتلوه #باسم_محسن حكاية #ثورة",POS,خاف النظام فضيع عينهكمل تحقيق حلمه فاعتقلوهخرج كمل طريقه فقتلوه باسم محسن حكايه ثوره
#الكويت #السعوديه #البحرين #قطر #ا?مارات #عمان #العراق #مصر #تونس #الجزائر #المغرب #ا?ردن #السودان #لبنان 21,OBJ,الكويت السعوديه البحرين قطر مارات عمان العراق مصر تونس الجزائر المغرب ردن السودان لبنان
اتقي ربنا فيا بزياده حس بيا لوزير #التربيه_والتعليم #ثانوية_عامة,OBJ,اتقي ربنا فيا بزياده حس بيا لوزير التربيه والتعليم ثانويه عامه
هامش للديمقراطية طيور الظلام وأصوات الديمقراطية فى صحف وحوليات التاريخ - عمرو حمزاوي - بوابة الشروق,OBJ,هامش للديمقراطيه طيور الظلام واصوات الديمقراطيه صحف وحوليات التاريخ عمرو حمزاوي بوابه الشروق
اللى عايز يساعد غزة محتاجين جراحين مخ وأعصاب،أوعية دموية،عظام السفر بمعرفة اتحاد الأطباءالعرب التواصل مع دهشام,OBJ,اللي عايز يساعد غزه محتاجين جراحين مخ واعصاب اوعيه دمويه عظام السفر بمعرفه اتحاد الاطباءالعرب التواصل دهشام
مقال دعمرو حمزاوي -جريدة الوطن -مبادرة للخروج من الأزمة,OBJ,مقال دعمرو حمزاوي جريده الوطن مبادره للخروج الازمه
د أبو الفتوح: الحكومة الإسرائيلية تطيل أمد الصراع مع الفلسطينيين لأنه لا يمكنهم الاستمرار و التماسك بدون هذا,NEG,ابو الفتوح الحكومه الاسرائيليه تطيل امد الصراع الفلسطينيين لانه يمكنهم الاستمرار التماسك بدون
شاهد - د جلال أمين ضيف آخر كلام في محاولة لشرح ما يحدث للمصريين الآن,OBJ,شاهد جلال امين ضيف اخر كلام محاوله لشرح يحدث للمصريين الان
مع حفظ الألقاب، منى الطحاوي وسامح موريس وخالد حنفي ومحمد العدل وبسمة ونادر السيد ومصطفى سعيد في آخر كلام 11م,OBJ,حفظ الالقاب مني الطحاوي وسامح موريس وخالد حنفي ومحمد العدل وبسمه ونادر السيد ومصطفي سعيد اخر كلام
"النهارده ، في تحقيق استقصائي عبقري عن الفساد في البورصة في ""المصري""للأسف هيتوه في زحمة الأحداث",POS,النهارده تحقيق استقصائي عبقري الفساد البورصه المصري للاسف هيتوه زحمه الاحداث
واخيرا بعد غياب 3 اسابيع يعود قطع النور من جديد #النور_قطع =,OBJ,واخيرا غياب اسابيع يعود قطع النور جديد النور قطع
إستمرار الحراك الطلابي بـ #جامعة_المنصورة #مفيش_عساكر_يحكمونا,NEG,استمرار الحراك الطلابي بـ جامعه المنصوره مفيش عساكر يحكمونا
#يوميات #انسان #سوري ؛ هذه #الصور اصبحت من ابجديات #الحياة في #سوريا ويبدوا ان #العالم اعتاد عليها والفها ! #حمص #حلب …,OBJ,يوميات انسان سوري الصور اصبحت ابجديات الحياه سوريا ويبدوا ان العالم اعتاد عليها والفها حمص حلب
قرية الهلال الأحمر بأسوانمرافق كاملة متكاملةمع إيقاف التشغيل #السادة_المحترمون,OBJ,قريه الهلال الاحمر باسوانمرافق كامله متكاملهمع ايقاف التشغيل الساده المحترمون
نعتذر عن تأجيل الملتقي الشهري للوسط وكان مفترض استضافه المستشار البشري لظروف خاصه __,OBJ,نعتذر تاجيل الملتقي الشهري للوسط وكان مفترض استضافه المستشار البشري لظروف خاصه
7_ أكبر معوقة وخازوق أخذناه كان من الإخوان أنا شايف كده واليوم يجب أن نكمل المشوار دونهم,NEG,اكبر معوقه وخازوق اخذناه الاخوان انا شايف كده واليوم يجب ان نكمل المشوار دونهم
الراجل بتاع الامن بينف بمعدل نفتين كل ٧ دقايق فتحنا الشبابيك عشان السقعة راحت واشتكينا مراراً وتكراراً ليه عموم الشعب معفن #…,NEG,الراجل بتاع الامن بينف بمعدل نفتين دقايق فتحنا الشبابيك عشان السقعه راحت واشتكينا مرارا وتكرارا ليه عموم الشعب معفن
هذا هو حال جمهور الهلال وهو يناضر جمهور النصر يحتفل بالكاس #النصر_الهلال,OBJ,حال جمهور الهلال يناضر جمهور النصر يحتفل بالكاس النصر الهلال
حظ العوالم ! :) #الاهلي_الافريقي,NEG,حظ العوالم الاهلي الافريقي
الأسماء المقدمة من وفد الأمهات هي لأشخاص كانوا في محيط الداخلية وهناك بالتأكيد تشابه في الأسماء هاني لوقا المقصود أخذ من حول الداخلية,OBJ,الاسماء المقدمه وفد الامهات لاشخاص كانوا محيط الداخليه وهناك بالتاكيد تشابه الاسماء هاني لوقا المقصود اخذ حول الداخليه
منهج الانقلاب قتل وقمع وسجن اى معارض اعلام فاسد وقضاء مسيس ارتفاع للاسعار واقتصاد ينهار عزلة دولية وشحاتة خليجية,NEG,منهج الانقلاب قتل وقمع وسجن اي معارض اعلام فاسد وقضاء مسيس ارتفاع للاسعار واقتصاد ينهار عزله دوليه وشحاته خليجيه
الكلاب أوفياء رجاء عدم إهانتهم,POS,الكلاب اوفياء رجاء عدم اهانتهم
اسم الباشا إيه؟,OBJ,اسم الباشا ايه
4 الشريعة وأحكامها كتبت بعد وفاة الرسول ولذلك غلط تربطها بشخصه مش خوف ولكن حرص على أن المعلومة تكون صح,OBJ,الشريعه واحكامها كتبت وفاه الرسول ولذلك غلط تربطها بشخصه مش خوف حرص علي ان المعلومه تكون صح
أنظر إلي خريطة أفريقيا ستجدها مثلث له ٣ رؤوس هي مصر - المغرب و جنوب أفريقيا; هذه هي البوابات الثلاثة لأفريقيا أما,OBJ,انظر الي خريطه افريقيا ستجدها مثلث رؤوس مصر المغرب جنوب افريقيا البوابات الثلاثه لافريقيا اما
"بنت بتقلد مايكل جاكسون عل الطريقه المصرية "" مسخررره "" #حط_نيزك_في_فيلم #النيزك #3 #أعترا…",OBJ,بنت بتقلد مايكل جاكسون الطريقه المصريه مسخره حط نيزك فيلم النيزك اعترا
